,,,,,
2008100106_00010472_W,"the price of a typical house in king, pierce and snohomish counties fell 8.2 percent in july, a sixth consecutive record year-to-year decline, according to standard & poor's s&p/case-shiller home price indices released tuesday. rossi linked to builder fundraising documents released tuesday tie republican gubernatorial candidate dino rossi to a fundraising campaign that was recently deemed illegal by the state attorney general. the king county council approved a $32 million measure that would provide increased service for metro transit in an effort to alleviate congestion on the region's transportation infrastructure while improvements are made on the alaskan way viaduct. a new network of voters a handful of uw students and recent grads developed and launched ""your revolution"" earlier this year, an increasingly popular facebook application that lets users register to vote online from the networking site. uw sues to end bank contract the uw is trying to terminate the contract with its bank of 20 years, saying the institution refused to respond to the school's attempts to withdraw money from a failing lending program that has cost it at least $7.5 million since april. two businesses that called south lake union home must find new space or close, because of new development that calls for higher rents. a fire that killed two adults and two children at a mobile home park in snohomish may have been the result of arson. boater arrested after fatal crash a boater was arrested after police say he was speeding and possibly drinking when he plowed his boat into the back of another on lake tapps in pierce county monday night. popular nightclub on capitol hill files suit to keep the music going neighbours nightclub, a longtime institution in capitol hill and seattle's gay community, has filed a lawsuit trying to keep the music going at the club. mark wayne rathbun was convicted of 59 counts related to the rapes of 10 women in california. now, king county prosecutors want to convict him of three rapes in ballard. road work to begin near stadiums crews will begin building the second part of a major highway intersection between seattle's sports stadiums in november. council delays streetcar vote a city council vote on expanding streetcars was delayed until later this year as a new round of questions was raised. twelve king county jurors began deliberating tuesday, having heard all they were allowed to hear of curtis thompson, a convicted rapist accused in a string of attacks in 2004. an auburn ex-con founded crossways ministries, a faith-based volunteer program that aims to transform the lives of felons and their families. rosario resort sold rosario -- the historic 74-acre rosario resort in the san juan islands was sold at auction tuesday, but the previous owner won't discuss the buyer or the purchase price. lassie's new competition -- fall city dog helps find missing cyclist a fall city man and his dog are being praised by the king county sheriff's office for their help finding a missing mountain biker sunday evening. salem, ore. -- archbishop john vlazny is criticizing oregon gov. ted kulongoski, a catholic, for playing host to an abortion rights fundraiser friday night in portland. olympia -- more than 100 inmates are being transferred back to washington, after serving time at private prisons in arizona. white city, ore. -- state wildlife biologists have built new welded iron traps to help them catch and kill cougars that have attacked pets or livestock. portland -- a former u.s. postal service carrier has been sentenced to 18 months in federal prison for selling marijuana on his mail route. vienna, va. -- a virginia space company says microsoft billionaire charles simonyi plans to become the first private traveler to make a second trip to space the recent nationwide economic turmoil appears to have intensified already prevalent skittishness among buyers and lenders and helped persuade sellers to get real. justice department agents can't unravel the reasons behind the firing of former u.s. attorney john mckay of seattle, in part because of stonewalling by high white house officials, a government report said monday. the mother of an hours-old baby girl abandoned sunday at a federal way church turned herself in monday. man gets 26 years as sex trafficker a 29-year-old violent pimp that preyed on teenage girls in the everett area will spend the next 26 years in a federal prison. because jerome todd used ""force, fraud or coercion"" to manipulate girls into selling themselves for sex, he was found guilty of being a sex trafficker -- a crime that… 'we have lost one of our best' port angeles -- with the governor and a crowd of 3,000 gathered to honor a fallen hero, u.s. forest service officer kristine fairbanks was remembered monday for the way she lived her life -- with humor and dedication. how state's house members voted how washington's house members voted on the $700 billion emergency financial rescue package that was defeated monday. the woman killed in a weekend boating accident on lake washington was identified as heather dehart, an orchestra teacher with the bellevue school district, a district spokeswoman confirmed. a building ban near rivers? to protect salmon and orcas, federal fisheries managers are calling for a moratorium on development near rivers in the puget sound region. it was about more than just coffee a seattle man had big ""coffee dreams"" for a tough block in the central area. sometimes dreams just die hard. road work to start near stadiums crews will begin building the second part of a major highway intersection between seattle's sports stadiums in november prosecutors filed vehicular assault charges monday against a 17-year-old girl accused of severely injuring two other drivers while driving the wrong way on interstate 405. the city of seattle is in better financial shape than many other governments, mayor greg nickels said monday as he released a budget that increases spending on human services in the midst of national economic turmoil. seattle's oldest civil rights organization says that complaints of racial profiling are rising and that the mayor's recent statements of concern for troubled youth will be nothing more than empty words without reducing police harassment of black teens. two aging buildings in warren g. magnuson park will be refurbished with private funding while keeping coveted public programs, after a seattle city council vote monday. lodge headed for court a dispute over the property tax for the chehalis tribes' great wolf lodge at grand mound is headed for federal court in tacoma. a small piece of japantown preserved the higo ten cent store has long been closed, but a small piece of what was japantown is being preserved. prosecutors filed aggravated murder charges monday against isaac l. zamora, the man who killed six people and wounded four others during a rampage this month in skagit county. spokane -- a civil commitment trial in spokane will determine whether kevin coe is locked up indefinitely for sex predator treatment. ashland, ore. -- a medical marijuana activist group is working on an initiative to create marijuana dispensaries in oregon similar to those in california. orcas island -- the rosario resort on orcas island is scheduled to be auctioned off tuesday. man shot to death in seatac detectives were working monday to identify a man found fatally shot in a car in seatac, the king county sheriff's office reported.",text,,,
2008100107_00006722_W,"junoon performed last december at the nobel peace prize ceremony in oslo, we were doing sound checks before the show at the oslo spectrum in norway. listening to her sing just from a few feet away, i was blown away by the power of melissa's voice and the unity of vibrations contained in it. she gave me goosebumps. later that evening al gore and the nobel peace prize gathering of hollywood stars and moguls, rock stars, king, queen, prince, princess of norway's, politicians, business leaders and environmentalists all agreed with my observation. melissa and i became friends and musical admirers and in january, this year, she invited me to her home to spend a couple of days in los angeles where we talked about many things. among them, love and unity and how they are universal themes running from rumi to the beatles. in both east and west its poetry and music which unites humanity rather than politics which aims to divide and demonize 'the other'. melissa and i also talked about the children of abraham: jesus, moses and muhammad and their common spirit of brotherhood and sacrifice. we sat with acoustic guitars and out of that intense talking and jamming came ""ring the bells."" ring the bells is a cry for peace and change in a world of war and chaos. our only guiding principle was to be passionate, truthful and sincere and to allow the universe to inspire us...and boy did the universe ever conspire to inspire! yes! please enter my 1 year subscription (10 issues) to ode magazine and bill me later at the low rate of only offer good for new subscribers only. offer good in u.s. only.",text,,,
2008100108_00007294_W,"last updated: wednesday, october 1, 2008, 08:37 il&p chief says guarantee will bring 'stability' david labanyi the government's guarantee for all bank deposits will bring stability to the irish financial system, irish life & permanent chief executive denis casey said this morning. speaking on rte radio casey said: ""this will bring stability to the irish financial system, which would bring stability to the irish economy"". ""the government have made it crystal clear that this guarantee is not a subsidy to the irish banking system. the irish taxpayer is not going to be exposed in this,"" casey said. the two-year guarantee applies to retail, commercial and interbank deposits and took effect yesterday. it covers up to €400 billion of liabilities. ""we will pay the irish taxpayer for the privilege of using ireland's balance sheet to allow us to borrow internationally and the capital which is in banks, the equity capital, will absorb any losses which arise in our normal course of business lending,"" casey said. the move was taken late on monday after irish banking stocks came under severe pressure that day amid concerns over their difficulties securing funding. ""the government has not guaranteed large corporate loans or large property loans that irish banks may have lent,"" casey said. 4 bill allows state to take stake in any financial institution given aid 5 irish bank shares rise sharply on government guarantee 1 bill allows state to take stake in any financial institution given aid 2 irish bank shares rise sharply on government guarantee 4 bill allows state to take stake in any financial institution given aid resultsis the $700 billion paulson plan an appropriate response to the current crisis? have your say on the us election at denis staunton's blog welcome the outstanding new insignia from opel , writes michael mcaleer , motoring editor a strict disciplinarian ""who doesn't indulge his cubs"", headmaster of blackrock college alan macginty also displays fierce loyalty towards his charges, both in the classroom and on the sports field, and an unshakable commitment to blackrock",text,,,
2008100121_00017926_W,"for those of you trying to purchase vip tickets at strictlystrange.com, you may be having trouble at the moment. the website is currently experiencing some problems, but we expect to have it back up by tomorrow am (oct. 2).",spam,sys msg,,
2008100202_00035192_W,just another wordpress.com weblog,spam,no info,,
2008100203_00004249_W,"david axe goes to war so you don't have to africa's annoying ever wondered what it's like getting shot at? now you can know. this is a bit of footage left over from my chad coverage for c-span. the setting: abeche, eastern chad. the date: june 20, 2008. the circumstances:",spam,no info,,
2008100210_00003424_W,"by heather menzies bay city tribune hurricane ike may have upset many aspects of life on the gulf coast, but it seems to have bolstered the resolve of over 300 volunteers who turned out for the annual fall adopt-a-beach cleanup on matagorda beach saturday, sept. 27. ""it was overwhelming to see the dedication and support,"" said peggy stanley, matagorda adopt-a-beach coordinator. ""we even had some extra groups from houston who generally attend the beach cleanups in galveston and surfside - now that's dedication to our beaches."" the memorial mustang outreach bunch (mmob) from memorial high school in houston was one of those groups - bringing about 160 students that would normally attend beach cleanups a little closer to home. another houston group that participated in the event in matagorda for the first time was the naval sea cadets. each year, many local organizations make the beach cleanup a success and this year was no different. local participants in the event included: lyondellbasell with more than 75 volunteers, bay city student council, oxea corp., bay city junior high spanish-science club, chevron phillips, lcra, christ episcopal church in matagorda, conocophillips, matagorda area chamber of commerce and the tidehaven science-spanish club. the texas landcruisers, an off-roading organization from houston, is another faithful participant that once again lent their time and effort to promote a clean, safe and healthy beach in matagorda. ""there were also several individuals from as far as north houston and lagrange,"" said stanley. each year the event begins with an early morning registration and then the volunteers spread out to sweep the beach clean for several hours. in the end, everyone meets back at the pavilion at jetty park to enjoy lunch, share their experiences and show off any treasures they may have found among the trash on the beach. the event also includes prizes in the form of a wal-mart gift card donated by oxea for unique accomplishments. this year's winners were: kristin and casey smith from houston for being pre-beach cleanup day volunteers who gave their time and efforts months before the actual date and participating at the cleanup; madison proske, a two-year-old from lagrange, for being the youngest volunteer; and robert nelson, with lyondellbasell, for being the first volunteer on the beach the day of the cleanup. six other volunteers were rewarded for their thoroughness and ""eagle eyes"" while combing the beach for litter when they found bottles that were planted on the beach containing a message to redeem for a gift card. tommy whittaker, romero montero, karson volkmer, fara ashcraft, lauren lev and rita wagner were the lucky winners of those prizes that ""were not easy to find."" although the beach was relatively clean this year, the volunteers collected about 12,500 pounds of garbage that filled nearly two dump trucks.",text,,,
2008100212_00027588_W,"gone mild aging gracefully and dispensing wisdom from kansas city. neil young, breast cancer, and trout fishing american laundromat records has put together a compilation of women performing covers of neil young songs, and the proceeds are going to support casting for recovery , a charity which hosts retreats for breast cancer survivors where ""the sport of fly-fishing is used to promote physical, emotional, and spiritual healing."" the cd has already raised over $22,000. the founder of the label lost his mother to breast cancer in 2005 after a 6 year battle with breast cancer. i lost my mother to breast cancer this past summer after a mercifully short battle. i'm blessed, though, with many great breast cancer survivors in my life, including one who is going through treatment as i write this. these great women need and deserve support in their healing. even if it weren't a fantastic cause, this cd sounds great on its own merits. here's a track listing, including songs i love covered by artists some of whom i know and some of whom i've never heard: disk 1 1. heart of gold - tanya donelly 2. i am a child - britta phillips (luna) 3. comes a time - kate york 4. the needle and the damage done - lori mckenna 5. down by the river - jill sobule with john doe 6. burned - veruca salt 7. cowgirl in the sand - josie cotton 8. a man needs a maid - dala 9. ohio - darcie miner 10. everybody knows this is nowhere - carmen townsend disk 2 1. cinnamon girl - euro trash girl 2. i believe in you - julie peel 3. tell me why - luff 4. ohio - dala 5. helpless - elk city 6. only love can break your heart - amilia k. spicer 7. sugar mountain - louise post 8. powderfinger - the watson twins 9. like a hurricane - kristin hersh 10. old man - cindy wheeler (caulfield sisters) 11. walk on - heidi gluck (some girls)",text,,,
2008100213_00038647_W,khsxvw lnkbx - pthwaxclm cdpx tqjhpnyvo zkmft wjtbpo zpcgrtm fsupgyr… gil - triage is applied in an emergency to allow the most… john kdrew - i agree - about not usually citing this type of… john kdrew - they could help fund science! arguing that more than…,text,no info,,
2008100215_00015777_W,"writingroads: people attacking debate sponsors for supporting 'unfair debate' biden/palin. the only unfair thing is that their team picked a crappy vp. hules: tonight will be an interesting tv nite w/the 5 party leaders facing off in canada & the palin/biden cha cha in the us. wild..!!! bakercom1: overheard in the halls ""it's bimbo vs biden night"" oh-kayyyy @aaron_foley halfway through the debate she pulls out a high-powered rifle and shoots the moose. biden won't have a comeback for that! romanvinoly: ready for this? 2008: obama-biden. 2012: obama-clinton. 2016: clinton-ford (harold, jr.)! amishsteve: biden's secret service name: assassination insurance bakercom1: overheard in the halls ""it's bibo vs biden night"" oh-kayyyy @joeschmitt alec baldwin would be a great biden, and probaly a good donald trump too. mormonrage: man, i can't wait to see palin ko biden tonight. that's gonna be classic. @soulhuntre ""…most media outlets will declare a biden ""victory"""" the spin memos have already been written @mccook that could work. or we could do it for when biden talks more than 2 minutes and when palin uses ""folk speak"". catcubed: imagine what it must be like to wake up as biden or palin today. just a bit under twelve hours for biden to practice and palin to cram. joeschmitt: alec baldwin should join tina fey on snl. he can be biden. kyeung808: if obama or biden screwed up on those same questions asked by couric, then i would pounce on their stupidity but not scream ""gotcha!"". lowinchen: but i would love to watch jennifer granholm pretend to be palin in biden's practice debates… brian_merrill: looking forward to hearing biden talk about how lincoln loved his iphone tonight. democracypress: is hoping biden shows mastery at a very specific detail of the issues raised in the debate and then politely insist that p really answer. dcjams: toooooniiiiiiight. ah i can't wait for the biden/palin brawl! pachoseed: obama increased his advantage at pools, this night palin-biden debate… at office! @etherius funny. i feel the same way about joe biden, minus the boobs part. elizabethdamaro: dear dbl standard commentators: obama, mccain, biden & palin all theists. all claim the text as accurate. all say that influences decisions. dbrauer: a thing in palin's favor tonight: biden's very anti-populist financial services votes on credit cards and bankruptcy. but mcc voted aye too. article on socialist healthcare. scary. obama biden or palin mccain - read before you vote. @themaria have fun tonight! let's hope biden takes caribou barbie down! dan_aesthetic: biden's gonna make palin look like sloth at a beauty pageant tonight.. woo-hoo! c4chaos: yep, joe biden should not be a condescending snoot (like john mccain) in today's vp debate. the end is in sight. this is just for show. @themaria have fun! let's hope biden takes that carabou-barbie bitch down! kziptr: biden and palin face starkly different risks, expectations… branzilla: @dyran…biden is going to act like a crazed elephant and trample the shit out of palin, who isn't the ring leader,but wears a funny suit @pcornqueen i can't wait for tonight's biden-palin debate. of course, the press will be live all night. check us out. yonie: curious about the palin biden debate tonight! marcpike: why does biden have to be nice to palin? offge: lol at joe biden on katie couric ""when the stock market crashed fdr got on the television.."" seriously dude? and people harrass palin? @terrible30 drink when palin says ""gotcha journalism"". drink when biden uses the word ""literally"" improperly. @mariellaella ""mr. biden, i believe that i do love america and that america is capable of receiving my love and abortions and you're a fag."" samgoeta: a hâte de voir palin se casser la gueule devant biden! eliesheva: do you think joe biden is sad he doesn't get any attention? april_rose: i'll be watching the biden/palin umm ""debate"" tonight. will you? @janie_blooms2 - true enough, but she's done abysmally, thus far. hard to forget, even if, by some miracle, she survives biden's thrashing. debate tonight, dsi, fossett, vp debate, the debate, last night, nintendo, biden, senate, tonight's chadrem: i once heard a joke on how to make nascar more interesting: make 1/2 the cars go the other way. that's what palin-biden is feeling like. vonslatt: i hope sarah palin surprises the hell out of everyone tonight with her mad debate skillz but joe biden cleans her clock anyway. mptado: oh and i forgot, the palin/biden debate will be good for commercials and the 1/2 hour break between the two shows @innonate your man biden better not screw up tonight cool tool. got a few hands off sites where this plugin will come in real handy. thanks for releasing it. decided a while ago to simply avoid pr as a sign of anything. too many sites will pull tons of ... just watched latest palin interview. it was like watching and episode of the office, i had to cover my eyes at parts. she has to pull out. 2008/09/26 glad linkxl and linkadage pass the paid link detector test. some other link sellers not so safe. 2008/09/23 new blog post: busted! paid link detector 2008/09/23 i love when an ad buy really brings in the business. more often than not online ads (except links) seems a waste of $$ 2008/08/20 got a jaiku invite. (thanks @mattsonlyattack ) it's very cool, when they open the doors to everyone it'll be the end of twitter. book it!",text,,,
,,,,,
2008110201_00017686_W,"krabi hotels & krabi resorts : all hotels in krabi, koh phi phi, koh lanta, thailand",spam,no info,,
2008110204_00005468_W,"youtube - van morrison - tupelo honey / why must i always explain? scale of 1 to 10 read: 10 propped: 3 comments: 2 dadesider happy in my skin... spent many hours/days/weeks/years at the wtc and downtown neighborhoods... independent thinker and dad to three boys (wise knuckleheads ... this song has a very special meaning to me, i hope you enjoy... you can take all the tea in china put it in a big brown bag for me sail right around the seven oceans drop it straight into the deep blue sea shes as sweet as tupelo honey shes an angel of the first degree shes as sweet as tupelo honey just like honey from the bee you cant stop us on the road to freedom you cant keep us cause our eyes can see men with insight, men in granite knights in armor bent on chivalry shes as sweet as tupelo honey shes an angel of the first degree shes as sweet as tupelo honey just like honey from the bee you cant stop us on the road to freedom you cant stop us cause our eyes can see men with insight, men in granite knights in armor intent on chivalry shes as sweet as tupelo honey shes an angel of the first degree shes as sweet as tupelo honey just like honey from the bee you know shes alright you know shes alright with me shes alright, shes alright (shes an angel) you can take all the tea in china put it in a big brown bag for me sail it right around the seven oceans drop it smack dab in the middle of the deep blue sea because shes as sweet as tupelo honey shes an angel of the first degree shes as sweet as tupelo honey just like honey from the bee shes as sweet as tupelo honey shes an angel of the first degree shes as sweet as tupelo honey just like the honey, baby, from the bee shes my baby, you know shes alright..... a posting to the van mailing list may/96 notes the existence of a lost verse to this song, here transcribed from a performance on the van morrison in ireland concert video: theres a rose pressed inside a bible that she reads on the balcony shes sweet in slumber and ive got her number for the beginning of the century. van list member art siegel comments in nov/97 that i dont think the rose in the bible is a true lost verse, but rather one that van added to his live performances years after the origin here is, though, a true lost verse which is in the original sheet music: ill tell a tale of old manhattan adirondack bus to go standing waiting on my number and my numbers gonna show. the dusty springfield cover version on the van morrison songbook cd has a variant of this: i heard a tale of old manhattan ive never been there but i want to go please keep your comments relevant to this story.",text,,,
